recipe_id,title,category,main_ingredient,cook_time_min,difficulty,servings,loves,ingredient_count,step_count,url
RCP02414,Tuna jagung manis (menu diet),Ikan & Seafood,ikan,15,Mudah,2,7,6,4,/id/resep/4305115-tuna-jagung-manis-menu-diet
RCP02415,Bandeng masak woku,Ikan & Seafood,ikan,15,Sulit,2,7,14,4,/id/resep/4238857-bandeng-masak-woku
RCP02416,Gami ikan mujair,Ikan & Seafood,ikan,20,Sulit,2,2,13,7,/id/resep/4303633-gami-ikan-mujair
RCP02417,Ikan mas bumbu kuning,Ikan & Seafood,ikan,20,Sulit,2,6,16,7,/id/resep/4303775-ikan-mas-bumbu-kuning
RCP02418,Sambel klothok lezat,Ikan & Seafood,ikan,20,Sedang,2,2,5,6,/id/resep/4303686-sambel-klothok-lezat
RCP02419,Ikan kembung cabe ijo mantabss,Ikan & Seafood,ikan,20,Sulit,2,6,15,5,/id/resep/4230304-ikan-kembung-cabe-ijo-mantabss
RCP02420,Gulai tempoyak ikan patin,Ikan & Seafood,ikan,45,Sedang,2,5,4,5,/id/resep/4304027-gulai-tempoyak-ikan-patin
RCP02421,Asam Manis Pedas Patin Fillet,Ikan & Seafood,ikan,20,Sulit,2,16,10,8,/id/resep/4302981-asam-manis-pedas-patin-fillet
RCP02422,Dori Fillet Teriyaki,Ikan & Seafood,ikan,15,Sedang,2,3,12,5,/id/resep/4302802-dori-fillet-teriyaki
RCP02423,Tumis asin gabus,Ikan & Seafood,ikan,15,Sedang,2,3,8,6,/id/resep/4302075-tumis-asin-gabus
RCP02424,Tongkol granat,Ikan & Seafood,ikan,15,Sulit,2,4,12,8,/id/resep/4302101-tongkol-granat
RCP02425,NILA PECAK BETAWI.... BY. Dapoer Linggar,Ikan & Seafood,ikan,20,Sedang,2,6,12,3,/id/resep/4301253-nila-pecak-betawi-by-dapoer-linggar
RCP02426,Bandeng tanpa Duri,Ikan & Seafood,ikan,20,Sedang,2,5,10,6,/id/resep/4301624-bandeng-tanpa-duri
RCP02427,Suwir tongkol,Ikan & Seafood,ikan,15,Sedang,2,9,6,5,/id/resep/4300674-suwir-tongkol
RCP02428,Geprek Lele Kremesan,Ikan & Seafood,ikan,20,Sedang,2,19,9,4,/id/resep/4300956-geprek-lele-kremesan
RCP02429,Salmon Mayo Donburi,Ikan & Seafood,ikan,15,Sulit,2,62,14,5,/id/resep/4300807-salmon-mayo-donburi
RCP02430,Pecak ikan mujair,Ikan & Seafood,ikan,20,Sedang,2,5,8,3,/id/resep/4300026-pecak-ikan-mujair
RCP02431,Asem2 bandeng,Ikan & Seafood,ikan,25,Sulit,2,5,13,5,/id/resep/4299927-asem2-bandeng
RCP02432,Gurame kuah santan,Ikan & Seafood,ikan,20,Sedang,2,7,12,5,/id/resep/4281158-gurame-kuah-santan
RCP02433,Ikan selar balado kering,Ikan & Seafood,ikan,20,Sedang,2,4,11,7,/id/resep/4299407-ikan-selar-balado-kering
RCP02434,Nila Asam Manis Pedas,Ikan & Seafood,ikan,20,Sulit,2,11,22,3,/id/resep/4299628-nila-asam-manis-pedas
RCP02435,Ikan gabus pucung,Ikan & Seafood,ikan,20,Sulit,2,4,18,8,/id/resep/4299558-ikan-gabus-pucung
RCP02436,Tongkol asam pedes manis,Ikan & Seafood,ikan,20,Sulit,2,4,13,7,/id/resep/4298364-tongkol-asam-pedes-manis
RCP02437,Curry Tuna Puff,Ikan & Seafood,ikan,20,Sedang,2,5,8,5,/id/resep/4298195-curry-tuna-puff
RCP02438,Nila Bumbu Kunyit Pedas,Ikan & Seafood,ikan,20,Sulit,2,14,29,4,/id/resep/4294167-nila-bumbu-kunyit-pedas
RCP02439,Lele Suwir Kemangi,Ikan & Seafood,ikan,20,Sedang,2,11,12,6,/id/resep/4292436-lele-suwir-kemangi
RCP02440,Tetukeri (telur tuna keju nori) ketopad_cp_telur,Ikan & Seafood,ikan,25,Sedang,2,14,5,6,/id/resep/4292824-tetukeri-telur-tuna-keju-nori-ketopad_cp_telur
RCP02441,Pempek ikan tengiri dan kulit tengiri,Ikan & Seafood,ikan,20,Sulit,2,14,7,10,/id/resep/2215925-pempek-ikan-tengiri-dan-kulit-tengiri
RCP02442,Ikan Layur Santan Ala Padang,Ikan & Seafood,ikan,25,Sulit,2,15,16,5,/id/resep/4292185-ikan-layur-santan-ala-padang
RCP02443,Salmon Miso Soup,Ikan & Seafood,ikan,15,Sedang,2,6,10,7,/id/resep/4291943-salmon-miso-soup
RCP02444,Dori saus madu praktis,Ikan & Seafood,ikan,20,Sedang,2,4,10,5,/id/resep/4291769-dori-saus-madu-praktis
RCP02445,Gurame tepung saus tiram,Ikan & Seafood,ikan,20,Sedang,2,6,12,6,/id/resep/4291880-gurame-tepung-saus-tiram
RCP02446,Abon Lele,Ikan & Seafood,ikan,20,Sulit,2,10,13,4,/id/resep/4290783-abon-lele
RCP02447,Ikan nila tumis cabai hijau,Ikan & Seafood,ikan,20,Sedang,2,5,10,4,/id/resep/4290970-ikan-nila-tumis-cabai-hijau
RCP02448,Gulai ikan bawal campur udang,Ikan & Seafood,ikan,45,Sedang,2,5,9,5,/id/resep/4290716-gulai-ikan-bawal-campur-udang
RCP02449,"Udang, tempe, ikan dencis sambal balado",Ikan & Seafood,ikan,20,Sedang,2,1,10,4,/id/resep/4290924-udang-tempe-ikan-dencis-sambal-balado
RCP02450,Lele kremes,Ikan & Seafood,ikan,20,Sedang,2,6,8,6,/id/resep/4290945-lele-kremes
RCP02451,Bandeng kuah kuning,Ikan & Seafood,ikan,15,Sulit,2,38,14,6,/id/resep/3794839-bandeng-kuah-kuning
RCP02452,Ikan Patin Kuah Asam,Ikan & Seafood,ikan,15,Sedang,2,29,12,6,/id/resep/4290437-ikan-patin-kuah-asam
RCP02453,Pempek ikan patin,Ikan & Seafood,ikan,20,Sulit,2,4,16,11,/id/resep/4290354-pempek-ikan-patin
RCP02454,Bakso Ikan Patin super simple,Ikan & Seafood,ikan,20,Sedang,2,10,9,6,/id/resep/4290264-bakso-ikan-patin-super-simple
RCP02455,Tuna Pedas,Ikan & Seafood,ikan,20,Sedang,2,2,9,6,/id/resep/4289601-tuna-pedas
RCP02456,Gurami bakar bumbu kecap,Ikan & Seafood,ikan,30,Sedang,2,31,9,7,/id/resep/4289598-gurami-bakar-bumbu-kecap
RCP02457,Gurame bakar pedas manis (panggang teflon),Ikan & Seafood,ikan,30,Sulit,2,48,15,4,/id/resep/4289252-gurame-bakar-pedas-manis-panggang-teflon-%F0%9F%98%81
RCP02458,Ikan tongkol pedas cabe ijo,Ikan & Seafood,ikan,20,Sedang,2,6,10,7,/id/resep/4289415-ikan-tongkol-pedas-cabe-ijo
RCP02459,Patin tahu asam pedas,Ikan & Seafood,ikan,15,Sulit,2,34,18,6,/id/resep/4289015-patin-tahu-asam-pedas
RCP02460,Tuna Deviled Eggs ketopad_cp_telur,Ikan & Seafood,ikan,30,Sedang,2,24,10,6,/id/resep/4283058-tuna-deviled-eggs-ketopad_cp_telur
RCP02461,Soup Ikan Salmon,Ikan & Seafood,ikan,15,Sulit,2,6,15,5,/id/resep/4287697-soup-ikan-salmon
RCP02462,Tuna Woku Belanga,Ikan & Seafood,ikan,20,Sulit,2,10,19,6,/id/resep/4285043-tuna-woku-belanga
RCP02463,04.Tauco Ikan Nila,Ikan & Seafood,ikan,20,Sulit,2,6,17,5,/id/resep/4289407-04tauco-ikan-nila
RCP02464,Gurameh Goreng Saus Telur Asin,Ikan & Seafood,ikan,20,Sulit,2,34,14,2,/id/resep/4288575-gurameh-goreng-saus-telur-asin
RCP02465,Ikan Tongkol Tahu Balado Asam Manis,Ikan & Seafood,ikan,20,Sulit,2,2,8,8,/id/resep/4288529-ikan-tongkol-tahu-balado-asam-manis
RCP02466,Tongkol Jengkol Balado,Ikan & Seafood,ikan,20,Sedang,2,94,9,3,/id/resep/4288719-tongkoljengkol-balado
RCP02467,Pepes Ikan Mas,Ikan & Seafood,ikan,30,Sulit,2,10,14,5,/id/resep/4284344-pepes-ikan-mas
RCP02468,Garang asem ikan patin,Ikan & Seafood,ikan,20,Sulit,2,4,15,7,/id/resep/4287993-garang-asem-ikan-patin
RCP02469,Semur Ikan Bandeng Telor Tahu,Ikan & Seafood,ikan,20,Sedang,2,6,12,6,/id/resep/4288012-semur-ikan-bandeng-telor-tahu
RCP02470,Bandeng Goreng Sederhana,Ikan & Seafood,ikan,20,Sedang,2,13,7,6,/id/resep/4288395-bandeng-goreng-sederhana
RCP02471,Ikan nila bakar pedas manis,Ikan & Seafood,ikan,30,Sulit,2,5,14,6,/id/resep/4288179-ikan-nila-bakar-pedas-manis
RCP02472,Nila pedas masak simple,Ikan & Seafood,ikan,20,Sulit,2,7,20,6,/id/resep/4287413-nila-pedas-masak-simple%F0%9F%98%8A
RCP02473,Dori Masak Pedas,Ikan & Seafood,ikan,15,Sulit,2,11,13,5,/id/resep/4287775-dori-masak-pedas
RCP02474,Ikan Kembung Bakar teflon,Ikan & Seafood,ikan,30,Sedang,2,16,7,6,/id/resep/4287890-ikan-kembung-bakar-teflon
RCP02475,Sambel tongkol ala ria,Ikan & Seafood,ikan,20,Sedang,2,5,9,5,/id/resep/4287762-sambel-tongkol-ala-ria-%F0%9F%98%98
RCP02476,Ikan Sarden Homemade,Ikan & Seafood,ikan,20,Sedang,2,10,12,6,/id/resep/4276810-ikan-sarden-homemade
RCP02477,Kembung kuah kecap kemangi saos tiram,Ikan & Seafood,ikan,20,Sulit,2,2,15,7,/id/resep/4286956-kembung-kuah-kecap-kemangi-saos-tiram
RCP02478,Ikan patin bumbu kuning (Nasu daun Ecceng bugis),Ikan & Seafood,ikan,15,Sedang,2,8,10,3,/id/resep/4287139-ikan-patin-bumbu-kuning-nasu-daun-ecceng-bugis
RCP02479,Bandeng Kuah Kuning,Ikan & Seafood,ikan,20,Sulit,2,4,18,7,/id/resep/4260747-bandeng-kuah-kuning
RCP02480,Salad Salmon Simple,Ikan & Seafood,ikan,15,Sulit,2,2,10,8,/id/resep/4287298-salad-salmon-simple
RCP02481,Gulai ikan bandeng presto,Ikan & Seafood,ikan,60,Sulit,2,1,14,3,/id/resep/4284106-gulai-ikan-bandeng-presto
RCP02482,Tuna bumbu kuning,Ikan & Seafood,ikan,20,Sulit,2,10,14,5,/id/resep/4286879-tuna-bumbu-kuning
RCP02483,Sup Kepala Ikan Salmon,Ikan & Seafood,ikan,30,Sulit,2,5,14,5,/id/resep/4286888-sup-kepala-ikan-salmon
RCP02484,Cakalang asap pedas manis,Ikan & Seafood,ikan,20,Sedang,2,8,9,4,/id/resep/4286241-cakalang-asap-pedas-manis
RCP02485,Kepala ikan tongkol asem pedes,Ikan & Seafood,ikan,15,Sulit,2,5,13,4,/id/resep/4286555-kepala-ikan-tongkol-asem-pedes
RCP02486,Otak otak jumbo ikan tengiri,Ikan & Seafood,ikan,30,Sulit,2,14,15,8,/id/resep/4285691-otak-otak-jumbo-ikan-tengiri
RCP02487,Sop ikan tenggiri non MSG,Ikan & Seafood,ikan,15,Sulit,2,6,14,8,/id/resep/4285357-sop-ikan-tenggiri-non-msg
RCP02488,Sarden Pedas Praktis (Minim Bau Amis),Ikan & Seafood,ikan,15,Sulit,2,5,22,2,/id/resep/4284487-sarden-pedas-praktis-minim-bau-amis
RCP02489,Ikan lais kering cabe ijo (ikan sungai),Ikan & Seafood,ikan,20,Sedang,2,0,11,6,/id/resep/4283231-ikan-lais-kering-cabe-ijo-ikan-sungai
RCP02490,Sup gurame,Ikan & Seafood,ikan,30,Sulit,2,24,15,6,/id/resep/4284269-sup-gurame
RCP02491,Fusili spicy tuna,Ikan & Seafood,ikan,30,Sedang,2,3,10,5,/id/resep/3997689-fusili-spicy-tuna
RCP02492,Nugget Tuna Sayur (Wortel-Sawi Hijau-Jamur),Ikan & Seafood,ikan,20,Sulit,2,2,25,14,/id/resep/4284318-nugget-tuna-sayur-wortel-sawi-hijau-jamur
RCP02493,Cakalang lombok ijo,Ikan & Seafood,ikan,20,Sulit,2,6,12,8,/id/resep/4284061-cakalang-lombok-ijo
RCP02494,Semur Ikan Tongkol,Ikan & Seafood,ikan,20,Sedang,2,29,12,7,/id/resep/4283970-semur-ikan-tongkol
RCP02495,Gurame gulai kuning,Ikan & Seafood,ikan,45,Sulit,2,6,16,5,/id/resep/4284138-gurame-gulai-kuning
RCP02496,Ikan Kembung Bumbu Kuning,Ikan & Seafood,ikan,20,Sulit,2,5,18,7,/id/resep/4283857-ikan-kembung-bumbu-kuning
RCP02497,Kakap Fillet Kuah Asam Pedas,Ikan & Seafood,ikan,20,Sulit,2,6,18,10,/id/resep/4283495-kakap-fillet-kuah-asam-pedas
RCP02498,Nugget dori,Ikan & Seafood,ikan,20,Sedang,2,2,8,7,/id/resep/4283585-nugget-dori
RCP02499,Oseng Klotok Terong,Ikan & Seafood,ikan,15,Sedang,2,8,11,7,/id/resep/4283092-oseng-klotok-terong
RCP02500,Ikan nila kuah kari,Ikan & Seafood,ikan,20,Sedang,2,2,11,4,/id/resep/4283346-ikan-nila-kuah-kari
RCP02501,Makarel mantab tanpa amis,Ikan & Seafood,ikan,15,Sedang,2,0,11,3,/id/resep/4283381-makarel-mantab-tanpa-amis
RCP02502,Pecek Bandeng Wong Banten,Ikan & Seafood,ikan,25,Mudah,2,10,6,4,/id/resep/4282828-pecek-bandeng-wong-banten
RCP02503,Sambel Goreng Tahu Tongkol,Ikan & Seafood,ikan,20,Sulit,2,17,20,6,/id/resep/4281960-sambel-goreng-tahu-tongkol
RCP02504,Pesmol tenggiri,Ikan & Seafood,ikan,20,Sedang,2,9,11,2,/id/resep/4282848-pesmol-tenggiri
RCP02505,Penyet sambel ulek Ikan Tenggiri Asap,Ikan & Seafood,ikan,20,Sedang,2,12,9,5,/id/resep/4282935-penyet-sambel-ulek-ikan-tenggiri-asap
RCP02507,Cabe Hijau with Teri Nasi Ikan Asin Gabus,Ikan & Seafood,ikan,20,Sedang,2,6,8,5,/id/resep/4281207-cabe-hijau-with-teri-nasi-ikan-asin-gabus
RCP02508,Pempek sutra ikan tenggiri non MSG,Ikan & Seafood,ikan,20,Sulit,2,8,18,10,/id/resep/4282166-pempek-sutra-ikan-tenggiri-non-msg
RCP02509,Ikan Patin Bakar,Ikan & Seafood,ikan,30,Sulit,2,6,10,8,/id/resep/4282112-ikan-patin-bakar
RCP02510,"Ikan patin asam manis, segerrr",Ikan & Seafood,ikan,20,Sulit,2,10,20,4,/id/resep/4282395-ikan-patin-asam-manis-segerrr%F0%9F%98%8B
RCP02511,Ikan patin bumbu iris,Ikan & Seafood,ikan,20,Sulit,2,1,14,5,/id/resep/4282067-ikan-patin-bumbu-iris
RCP02512,Tongkol mercon,Ikan & Seafood,ikan,20,Mudah,2,5,5,3,/id/resep/4281952-tongkol-mercon
RCP02514,Ikan Tongkol Balado Terasi,Ikan & Seafood,ikan,20,Sulit,2,3,13,4,/id/resep/4282052-ikan-tongkol-balado-terasi
RCP02515,Ikan kembung bakar padang,Ikan & Seafood,ikan,30,Sulit,2,6,13,5,/id/resep/1672046-ikan-kembung-bakar-padang
RCP02516,Ikan kembung asem pedas,Ikan & Seafood,ikan,25,Sedang,2,10,8,5,/id/resep/4282061-ikan-kembung-asem-pedas
RCP02517,Balado tongkol telur puyuh,Ikan & Seafood,ikan,20,Sedang,2,7,11,5,/id/resep/4281527-balado-tongkol-telur-puyuh
RCP02518,Sarden Pindang Tongkol,Ikan & Seafood,ikan,15,Sulit,2,21,15,3,/id/resep/4281553-sarden-pindang-tongkol
RCP02519,Gembung Masak Merah,Ikan & Seafood,ikan,20,Sulit,2,8,16,4,/id/resep/4281602-gembung-masak-merah
RCP02520,Ikan Tongkol Suir,Ikan & Seafood,ikan,15,Sedang,2,1,10,4,/id/resep/4281631-ikan-tongkol-suir
RCP02521,Ikan mujair bumbu rica2,Ikan & Seafood,ikan,20,Sedang,2,3,12,5,/id/resep/4281720-ikan-mujair-bumbu-rica2
RCP02522,Bawal cabe ijo pete,Ikan & Seafood,ikan,20,Sedang,2,0,9,6,/id/resep/4281756-bawal-cabe-ijo-pete
RCP02523,Ikan bawal saos pedas manis,Ikan & Seafood,ikan,20,Sulit,2,7,15,6,/id/resep/4281615-ikan-bawal-saos-pedas-manis
RCP02524,5. Sarden Magic,Ikan & Seafood,ikan,15,Mudah,2,5,5,4,/id/resep/4281791-5-sarden-magic
RCP02525,Mujaher tahu santan pedas,Ikan & Seafood,ikan,20,Sulit,2,5,18,5,/id/resep/4281369-mujaher-tahu-santan-pedas
RCP02526,Pindang tongkol pete cabe ijo,Ikan & Seafood,ikan,20,Sedang,2,8,12,5,/id/resep/4281453-pindang-tongkol-pete-cabe-ijo
RCP02527,Sop Kepala Ikan Salmon,Ikan & Seafood,ikan,20,Sulit,2,6,14,5,/id/resep/3640461-sop-kepala-ikan-salmon
RCP02528,Spaghetti Tuna Daun Jeruk,Ikan & Seafood,ikan,20,Sulit,2,1,10,8,/id/resep/4280314-spaghetti-tuna-daun-jeruk
RCP02529,Pepes ikan kembung kemangi maknyoss,Ikan & Seafood,ikan,25,Sulit,2,10,15,5,/id/resep/4280715-pepes-ikan-kembung-kemangi-maknyoss
RCP02530,Ikan nila Balado,Ikan & Seafood,ikan,20,Sedang,2,10,11,5,/id/resep/4274556-ikan-nila-balado
RCP02531,Grilled salmon with mashed potato,Ikan & Seafood,ikan,30,Sedang,2,15,11,5,/id/resep/4032948-grilled-salmon-with-mashed-potato
RCP02532,Woku Ikan Nila,Ikan & Seafood,ikan,15,Sulit,2,8,18,6,/id/resep/4277530-woku-ikan-nila
RCP02533,Bawal goreng cumi saus asam manis,Ikan & Seafood,ikan,20,Sulit,2,5,16,7,/id/resep/4277311-bawal-goreng-cumi-saus-asam-manis
RCP02534,Lele kuah kuning,Ikan & Seafood,ikan,20,Sedang,2,3,10,4,/id/resep/4276582-lele-kuah-kuning
RCP02535,Tongkol Asam Padeh,Ikan & Seafood,ikan,15,Sulit,2,3,16,6,/id/resep/4276739-tongkol-asam-padeh
RCP02536,Lele goreng simpel,Ikan & Seafood,ikan,20,Sedang,2,4,9,6,/id/resep/4260703-lele-goreng-simpel
RCP02537,Macaroni siram saos ala sarden,Ikan & Seafood,ikan,15,Sulit,2,4,6,8,/id/resep/4259258-macaroni-siram-saos-ala-sarden
RCP02538,Gembung Bakar hepikoooll ajarinanakgemarmakanikan,Ikan & Seafood,ikan,30,Sedang,2,2,12,3,/id/resep/4276187-gembung-bakar-hepikoooll-%F0%9F%98%84-ajarinanakgemarmakanikan
RCP02539,Tuna saus telur asin,Ikan & Seafood,ikan,20,Sulit,2,5,10,8,/id/resep/4275419-tuna-saus-telur-asin
RCP02540,Gurame Tepung Asam Manis,Ikan & Seafood,ikan,20,Sulit,2,7,23,7,/id/resep/4275360-gurame-tepung-asam-manis
RCP02541,Asam padeh tongkol,Ikan & Seafood,ikan,25,Sedang,2,19,12,3,/id/resep/4275592-asam-padeh-tongkol
RCP02542,Gulai Ikan Sembilang,Ikan & Seafood,ikan,45,Sulit,2,17,17,4,/id/resep/4275465-gulai-ikan-sembilang
RCP02543,Bandeng bakar pedas,Ikan & Seafood,ikan,30,Sulit,2,5,11,10,/id/resep/4274128-bandeng-bakar-pedas
RCP02544,Gulai kepala tuna,Ikan & Seafood,ikan,45,Sulit,2,33,19,6,/id/resep/4273667-gulai-kepala-tuna
RCP02545,Pesmol Ikan Kembung,Ikan & Seafood,ikan,20,Sulit,2,44,13,3,/id/resep/4273107-pesmol-ikan-kembung
RCP02546,Sambal Goreng Jagung Manis Ikan Lais,Ikan & Seafood,ikan,20,Sedang,2,3,7,7,/id/resep/4273403-sambal-goreng-jagung-manis-ikan-lais
RCP02548,Cuwek Tongkol Balado,Ikan & Seafood,ikan,20,Sedang,2,6,9,4,/id/resep/4272619-cuwek-tongkol-balado
RCP02549,Tongkol Kuah Santan,Ikan & Seafood,ikan,20,Sulit,2,7,13,6,/id/resep/4271489-tongkol-kuah-santan
RCP02550,Sop Ikan Nila,Ikan & Seafood,ikan,20,Sedang,2,3,12,6,/id/resep/4271816-sop-ikan-nila
RCP02551,Resep ikan bandeng masak pallumara,Ikan & Seafood,ikan,15,Sedang,2,40,11,4,/id/resep/4008111-resep-ikan-bandeng-masak-pallumara
RCP02552,Mangut Tongkol,Ikan & Seafood,ikan,20,Sulit,2,35,12,8,/id/resep/4271910-mangut-tongkol
RCP02553,Balado jengkol gabus asin,Ikan & Seafood,ikan,15,Sedang,2,7,10,3,/id/resep/4272039-balado-jengkol-gabus-asin
RCP02554,PEPES PINDANG TONGKOL..... BY. Dapoer Linggar,Ikan & Seafood,ikan,30,Sulit,2,6,20,8,/id/resep/4272211-pepes-pindang-tongkol-by-dapoer-linggar
RCP02555,Tongkol suwir daun kemangi,Ikan & Seafood,ikan,15,Sulit,2,92,12,9,/id/resep/4270581-tongkol-suwir-daun-kemangi-%F0%9F%90%9F%F0%9F%98%8B%F0%9F%98%8B
RCP02556,Gurami (terbang) goreng tepung ala ala dapureci,Ikan & Seafood,ikan,20,Sedang,2,4,5,6,/id/resep/4269957-gurami-terbang-goreng-tepung-ala-ala-dapureci
RCP02557,Gurame bakar kecap,Ikan & Seafood,ikan,30,Sulit,2,18,14,4,/id/resep/4270979-gurame-bakar-kecap
RCP02558,Tongkol Soun Cabein,Ikan & Seafood,ikan,20,Sedang,2,3,10,6,/id/resep/4266871-tongkol-soun-cabein
RCP02559,Balado Tongkol,Ikan & Seafood,ikan,20,Sedang,2,7,11,4,/id/resep/4270168-balado-tongkol
RCP02560,Sarden Tongkoll.,Ikan & Seafood,ikan,15,Sulit,2,10,15,4,/id/resep/4269686-sarden-tongkoll
RCP02561,Ikan tongkol -santan kuah merah,Ikan & Seafood,ikan,15,Sulit,2,7,15,4,/id/resep/4268521-ikan-tongkol-santan-kuah-merah
RCP02562,Brengkesan Ikan Pindang Tongkol,Ikan & Seafood,ikan,25,Sulit,2,5,18,3,/id/resep/4269278-brengkesan-ikan-pindang-tongkol
RCP02563,Ikan Bawal Asam Manis,Ikan & Seafood,ikan,20,Sedang,2,8,12,4,/id/resep/4268430-ikan-bawal-asam-manis
RCP02564,Kakap goreng sambel mangga,Ikan & Seafood,ikan,20,Sedang,2,1,10,2,/id/resep/4268636-kakap-goreng-sambel-mangga
RCP02565,"Tumis wortel, buncis dan suir ikan tongkol",Ikan & Seafood,ikan,20,Sedang,2,17,8,5,/id/resep/4268309-tumis-wortel-buncis-dan-suir-ikan-tongkol
RCP02566,Pesmol Tongkol,Ikan & Seafood,ikan,20,Sulit,2,10,16,3,/id/resep/4265918-pesmol-tongkol
RCP02567,Pare isi Ikan Tenggiri,Ikan & Seafood,ikan,15,Sedang,2,1,10,5,/id/resep/4265450-pare-isi-ikan-tenggiri
RCP02568,Tuna Omelette,Ikan & Seafood,ikan,20,Mudah,2,1,6,2,/id/resep/4264974-tuna-omelette
RCP02569,Salmon salted egg mudah enak homemadebylita,Ikan & Seafood,ikan,15,Sedang,2,19,5,5,/id/resep/4264651-salmon-salted-egg-mudah-enak-homemadebylita
RCP02570,Gurame Bakar Madu,Ikan & Seafood,ikan,30,Sulit,2,6,20,4,/id/resep/4264266-gurame-bakar-madu
RCP02571,Tuna puff pastry,Ikan & Seafood,ikan,20,Sedang,2,5,10,6,/id/resep/4263582-tuna-puff-pastry
RCP02572,Sup Krim Tuna - Jagung,Ikan & Seafood,ikan,15,Sulit,2,7,14,8,/id/resep/3530102-sup-krim-tuna-jagung
RCP02573,Tenggiri Masak Kecap,Ikan & Seafood,ikan,20,Sedang,2,5,9,5,/id/resep/4261862-tenggiri-masak-kecap
RCP02574,Gurame sambel ulek,Ikan & Seafood,ikan,20,Mudah,2,9,7,3,/id/resep/4261479-gurame-sambel-ulek
RCP02575,Pepes tongkol daun kemangi,Ikan & Seafood,ikan,20,Sedang,2,7,11,5,/id/resep/4261153-pepes-tongkol-daun-kemangi
RCP02576,Gulai bandeng dan tahu,Ikan & Seafood,ikan,45,Sulit,2,9,18,4,/id/resep/4261194-gulai-bandeng-dan-tahu
RCP02577,Diet GM Day 6 Pecak Mujair Bakar,Ikan & Seafood,ikan,30,Sedang,2,2,10,7,/id/resep/4260216-diet-gm-day-6-pecak-mujair-bakar
RCP02578,Salmon panggang with teriyaki sauce,Ikan & Seafood,ikan,15,Sedang,2,4,12,5,/id/resep/4260233-salmon-panggang-with-teriyaki-sauce
RCP02579,Sup kepala salmon,Ikan & Seafood,ikan,15,Sedang,2,4,11,6,/id/resep/4260302-sup-kepala-salmon
RCP02580,Ikan gembung sambal ijo,Ikan & Seafood,ikan,20,Sedang,2,3,8,7,/id/resep/4260404-ikan-gembung-sambal-ijo
RCP02581,Lele Kriuk Sambal Terasi,Ikan & Seafood,ikan,20,Sulit,2,2,13,9,/id/resep/4259810-lele-kriuk-sambal-terasi
RCP02582,Cara goreng ikan salmon agar tidak lengket,Ikan & Seafood,ikan,20,Sedang,2,4,9,4,/id/resep/4259946-cara-goreng-ikan-salmon-agar-tidak-lengket
RCP02583,Cue tongkol saus tiram,Ikan & Seafood,ikan,20,Sedang,2,1,8,7,/id/resep/4259798-cue-tongkol-saus-tiram
RCP02584,Nila asam manis,Ikan & Seafood,ikan,20,Sedang,2,9,8,6,/id/resep/4259854-nila-asam-manis
RCP02585,Ikan tongkol acar kuning kuah pedas,Ikan & Seafood,ikan,20,Sulit,2,38,16,6,/id/resep/4259476-ikan-tongkol-acar-kuning-kuah-pedas
RCP02586,Ikan tongkol sambal pete,Ikan & Seafood,ikan,20,Sulit,2,7,13,4,/id/resep/4259572-ikan-tongkol-sambal-pete
RCP02587,Patin Kuah Kuning,Ikan & Seafood,ikan,15,Sulit,2,5,16,6,/id/resep/4259916-patin-kuah-kuning
RCP02588,Kalio tenggiri,Ikan & Seafood,ikan,15,Sulit,2,188,19,5,/id/resep/4258708-kalio-tenggiri
RCP02589,Ikan Tuna dan Bakso Saus Lada Hitam,Ikan & Seafood,ikan,20,Sulit,2,7,7,8,/id/resep/4258776-ikan-tuna-dan-bakso-saus-lada-hitam
RCP02590,Asam padeh ikan patin,Ikan & Seafood,ikan,15,Sulit,2,3,18,6,/id/resep/4258781-asam-padeh-ikan-patin
RCP02591,Acar Ikan Mujair,Ikan & Seafood,ikan,20,Sulit,2,2,13,6,/id/resep/3128290-acar-ikan-mujair
RCP02592,Sup bening ikan gindara,Ikan & Seafood,ikan,30,Sedang,2,5,11,4,/id/resep/4247588-sup-bening-ikan-gindara
RCP02593,Cakalan goreng pedas,Ikan & Seafood,ikan,20,Mudah,2,5,6,4,/id/resep/4258458-cakalan-goreng-pedas
RCP02594,Ikan Mas Siram,Ikan & Seafood,ikan,15,Sulit,2,1,19,4,/id/resep/534663-ikan-mas-siram
RCP02595,Tumis tongkol cabe ijo,Ikan & Seafood,ikan,20,Sedang,2,6,8,4,/id/resep/4258379-tumis-tongkol-cabe-ijo
RCP02596,Ikan Mas Sambel Dendeng,Ikan & Seafood,ikan,20,Sulit,2,7,9,9,/id/resep/4258399-ikan-mas-sambel-dendeng
RCP02597,Pindang Patin,Ikan & Seafood,ikan,25,Sulit,2,20,15,5,/id/resep/4257824-pindang-patin%F0%9F%90%9F
RCP02598,Bolu Kukus Lapis Tuna keto lowcarb,Ikan & Seafood,ikan,25,Sedang,2,7,11,7,/id/resep/4243076-bolu-kukus-lapis-tuna-keto-lowcarb
RCP02599,Ikan bawal bumbu acar,Ikan & Seafood,ikan,20,Sedang,2,2,12,5,/id/resep/4257940-ikan-bawal-bumbu-acar
RCP02600,Tuna telur puyuh puff pastry,Ikan & Seafood,ikan,15,Sulit,2,16,18,8,/id/resep/4254563-tuna-telur-puyuh-puff-pastry
